CWBSN,ALS,23.5083,120.8134,2413.00
CWBSN,BAC,24.9975,121.4418,5.00
CWBSN,CHK,23.0978,121.3730,34.00
CWBSN,CHKH,23.1917,121.3957,7.00
CWBSN,CHN8,23.3474,120.2227,6.00
CWBSN,CHY,23.4963,120.4325,27.00
CWBSN,EAH,24.3293,121.7393,51.00
CWBSN,EAS,22.3820,120.8564,445.00
CWBSN,ECB,23.3163,121.4512,63.00
CWBSN,ECL,22.5960,120.9620,70.00
CWBSN,ECS,23.0953,121.2192,278.00
CWBSN,EDH,22.9725,121.3039,79.00
CWBSN,EGC,23.7078,121.5475,5.00
CWBSN,EGFH,23.6688,121.4274,132.00
CWBSN,EGS,24.8427,121.9437,3.00
CWBSN,EHD,23.1488,121.2061,322.44
CWBSN,EHP,24.3075,121.7490,24.00
CWBSN,EHYH,23.4938,121.3451,168.00
CWBSN,ELD,23.1871,121.0250,1040.00
CWBSN,ENA,24.4263,121.7490,113.00
CWBSN,ESA,24.5757,121.8439,33.00
CWBSN,ESL,23.8121,121.4415,178.00
CWBSN,ETLH,24.2068,121.4818,969.00
CWBSN,ETM,23.9655,121.4928,190.00
CWBSN,EWT,24.4450,121.7783,37.00
CWBSN,EYUL,23.3472,121.3191,165.00
CWBSN,HEN,22.0038,120.7460,22.00
CWBSN,HSN,24.8282,121.0143,34.00
CWBSN,HSN1,24.7780,121.0180,102.00
CWBSN,HWA,23.9751,121.6135,16.00
CWBSN,ILA,24.7638,121.7563,7.00
CWBSN,KAU,22.5663,120.3158,2.00
CWBSN,KSHI,24.7766,121.1760,168.00
CWBSN,LAY,22.0373,121.5581,324.00
CWBSN,LDU,22.6733,121.4693,23.00
CWBSN,NCU,24.9673,121.1944,134.00
CWBSN,NCUH,24.9679,121.1849,153.00
CWBSN,NDS,24.6340,121.7168,150.00
CWBSN,NFF,24.6320,121.1177,655.00
CWBSN,NHDH,24.9630,121.5250,41.00
CWBSN,NHW,25.0067,121.0475,133.00
CWBSN,NJD,24.7358,121.0881,150.00
CWBSN,NJN,24.6836,120.8703,5.00
CWBSN,NMLH,24.5372,120.7910,201.00
CWBSN,NNS,24.4374,121.3814,1140.00
CWBSN,NSK,24.6735,121.3664,682.00
CWBSN,NST,24.6296,121.0087,164.00
CWBSN,NSY,24.4143,120.7696,311.00
CWBSN,NWL,24.7772,121.5025,397.00
CWBSN,PNG,23.5652,119.5636,11.00
CWBSN,SCK,23.1467,120.0865,34.86
CWBSN,SCL,23.1735,120.2017,7.00
CWBSN,SCS,22.8856,120.4938,70.00
CWBSN,SCZ,22.3703,120.6282,73.60
CWBSN,SEB,21.9009,120.8552,32.00
CWBSN,SGL,22.7237,120.4985,30.00
CWBSN,SGS,23.0804,120.5908,278.00
CWBSN,SHUL,23.7875,121.5627,35.00
CWBSN,SML,23.8813,120.9083,1015.00
CWBSN,SMS,22.0205,120.8371,53.00
CWBSN,SNJ,22.7533,120.3352,21.00
CWBSN,SPT,22.6782,120.4878,25.00
CWBSN,SSD,22.7443,120.6402,148.00
CWBSN,SSH,23.1360,120.2880,13.00
CWBSN,SSP,22.4835,120.5681,16.00
CWBSN,STY,23.1608,120.7655,640.00
CWBSN,STYH,23.1794,120.7811,5.00
CWBSN,TAI,22.9952,120.1970,13.80
CWBSN,TAI1,23.0379,120.2364,8.00
CWBSN,TAW,22.3558,120.9036,8.00
CWBSN,TAWH,22.3398,120.8879,36.00
CWBSN,TCU,24.1457,120.6841,84.00
CWBSN,TIPB,24.9719,121.8256,393.00
CWBSN,TTN,22.7524,121.1549,9.00
CWBSN,WCH1,24.0718,120.5468,22.00
CWBSN,WCHH,24.0795,120.5583,34.00
CWBSN,WCKO,23.4385,120.6047,282.13
CWBSN,WCS,24.0566,120.9116,102.00
CWBSN,WDG,23.2574,119.6675,33.00
CWBSN,WDJ,24.3478,120.6403,107.00
CWBSN,WDL,23.7148,120.5386,52.00
CWBSN,WDLH,23.6888,120.5381,69.00
CWBSN,WGK,23.6844,120.5703,75.00
CWBSN,WHY,23.6961,120.8532,504.00
CWBSN,WLC,22.3468,120.3691,38.00
CWBSN,WNT,23.8767,120.6925,110.00
CWBSN,WPL,24.0140,120.9492,190.00
CWBSN,WRL,23.9026,120.3781,97.80
CWBSN,WSF,23.6364,120.2298,6.00
CWBSN,WSL,23.5227,120.2279,455.00
CWBSN,WTC,23.8617,120.2892,5.00
CWBSN,WTK,23.6877,120.3886,42.00
CWBSN,WTP,23.2438,120.6223,560.00
CWBSN,WWC,24.2563,120.5232,8.00
CWBSN,WYL,23.9604,120.5801,51.00
CWBSN,YUS,23.4873,120.9591,3845.00
